Institution Name_x,State Abbreviation,MSI Status,MSI Type,Average Work Study Award,Student Family Earnings Ceiling,Affordability Gap (net price minus income earned working 10 hrs at min wage),100% TTD Affordability Gap,Student Parent Affordability Gap: Center-Based Care,100% TTD Student Parent Affordability Gap: Center-Based Care,State,Latitude,Longitude,Admissions Website,Percent of Undergraduates Age 25 to 64,Percent of American Indian or Alaska Native Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Average Cost of Attendance In-State,Average Cost of Attendance Out-of-State,"Average Net Price for Low-Income Students, 2020-21",Median Debt for Dependent Students,Median Debt for Independent Students,Median Earnings of Dependent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Independent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Students Working and Not Enrolled 10 Years After Entry
Multnomah University,OR,1.0,Not MSI,2061.0,30000.0,17238.0,68952.0,37520.24,150080.96,Oregon,45.53,-122.58,https://www.multnomah.edu/undergraduate-admissions/,21.0,1.0,3.0,7.0,22.0,1.0,51.0,44.0,56.0,0.034483,0.0,0.034483,0.0,0.0,0.114943,43463.33333,43463.33333,27194.0,13000.0,16099.0,42593.0,42531.0,47921.5
School of Visual Arts,NY,1.0,Not MSI,2208.0,30000.0,48161.0,192644.0,71413.89,285655.56,New York,40.74,-73.98,www.sva.edu/admissions,5.0,0.0,16.0,3.0,9.0,0.0,17.0,73.0,27.0,0.346521,0.0,0.0,0.0,0.0,0.0,67434.66667,67434.66667,45385.0,21500.0,26217.0,51583.0,45087.0,47921.5
Portland State University,OR,0.0,AANAPII,2061.0,30000.0,7083.0,28332.0,27365.24,109460.96,Oregon,45.51,-122.69,https://www.pdx.edu/admissions,34.0,1.0,11.0,4.0,19.0,1.0,49.0,56.0,44.0,0.06661,0.042272,0.002348,0.114432,0.082408,0.207088,23796.0,42696.0,12067.0,13502.0,20244.0,51898.0,51908.0,47921.5
Belmont Abbey College,NC,1.0,Not MSI,1889.0,30000.0,14360.0,57440.0,29497.93,117991.72,North Carolina,35.26,-81.04,belmontabbeycollege.edu/admissions/,10.0,1.0,2.0,11.0,3.0,0.0,63.0,48.0,52.0,0.104762,0.053968,0.120635,0.031746,0.0,0.349206,29396.66667,29396.66667,16760.0,12000.0,27453.0,45298.0,41702.0,47921.5
Barton College,NC,1.0,Not MSI,1889.0,30000.0,18766.0,75064.0,33903.93,135615.72,North Carolina,35.73,-77.91,https://www.barton.edu/admissions/,16.0,1.0,1.0,27.0,9.0,0.0,55.0,55.0,45.0,0.041475,0.013825,0.050691,0.023041,0.225806,0.165899,43760.0,43760.0,19035.0,12147.0,22121.0,44147.0,41495.0,47921.5
Appalachian State University,NC,1.0,Not MSI,1889.0,30000.0,4745.0,18980.0,19882.93,79531.72,North Carolina,36.22,-81.68,www.appstate.edu/admissions/,5.0,0.0,2.0,3.0,8.0,0.0,81.0,57.0,43.0,0.034655,0.004035,0.094707,0.058153,0.103727,0.202706,18131.0,33738.0,7194.0,16051.0,15434.0,46275.0,40113.0,47921.5
George Fox University,OR,1.0,Not MSI,2061.0,30000.0,15434.0,61736.0,35716.24,142864.96,Oregon,45.3,-122.97,www.georgefox.edu/admission/index.html,13.0,0.0,5.0,2.0,15.0,0.0,67.0,61.0,39.0,0.094937,0.0,0.106013,0.025316,0.129747,0.170886,49986.66667,49986.66667,25031.0,19000.0,20313.0,46751.0,60129.0,47921.5
Eastern Oregon University,OR,1.0,Not MSI,2061.0,30000.0,7594.0,30376.0,27876.24,111504.96,Oregon,45.32,-118.09,www.eou.edu/admissions/,44.0,2.0,1.0,2.0,14.0,3.0,68.0,60.0,40.0,0.024779,0.010619,0.120354,0.049558,0.010619,0.253097,21184.0,33874.0,10321.0,12167.0,17361.0,45551.0,46847.0,47921.5
Shawnee State University,OH,1.0,Not MSI,1894.0,30000.0,10109.0,40436.0,24589.66,98358.64,Ohio,38.73,-82.99,https://www.shawnee.edu/admission-and-financial-aid,12.0,1.0,1.0,4.0,0.0,0.0,68.0,57.0,43.0,0.130252,0.016807,0.096639,0.065126,0.233193,0.121849,20902.0,26944.0,13321.0,13000.0,16528.0,37370.0,32953.0,47921.5
Montreat College,NC,1.0,Not MSI,1889.0,30000.0,18092.0,72368.0,33229.93,132919.72,North Carolina,35.65,-82.3,https://www.montreat.edu/admissions/,18.0,1.0,1.0,12.0,6.0,0.0,53.0,45.0,55.0,0.109244,0.0,0.05042,0.0,0.033613,0.226891,38576.0,38576.0,23073.0,12500.0,23243.0,36677.0,50139.0,47921.5
University of Mount Olive,NC,1.0,Not MSI,1889.0,30000.0,11150.0,44600.0,26287.93,105151.72,North Carolina,35.21,-78.07,https://www.umo.edu/admissions,47.0,0.0,0.0,26.0,7.0,0.0,54.0,66.0,34.0,0.027726,0.0,0.155268,0.0,0.107209,0.336414,30891.33333,30891.33333,15491.0,15797.0,22807.0,41013.0,42901.0,47921.5
Franciscan University of Steubenville,OH,1.0,Not MSI,1894.0,30000.0,15555.0,62220.0,30035.66,120142.64,Ohio,40.38,-80.62,www.franciscan.edu/undergraduate/,6.0,0.0,3.0,1.0,18.0,0.0,74.0,58.0,42.0,0.046709,0.029724,0.067941,0.031847,0.121019,0.171975,38396.66667,38396.66667,17764.0,19052.0,13750.0,43497.0,44172.0,47921.5
Tiffin University,OH,1.0,Not MSI,1894.0,30000.0,17357.0,69428.0,31837.66,127350.64,Ohio,41.12,-83.18,www.tiffin.edu/admissions,18.0,0.0,2.0,17.0,3.0,0.0,49.0,52.0,48.0,0.040921,0.0,0.007673,0.02046,0.069054,0.350384,41293.33333,41293.33333,24248.0,14250.0,19581.0,46594.0,47569.0,47921.5
Mars Hill University,NC,1.0,Not MSI,1889.0,30000.0,13747.0,54988.0,28884.93,115539.72,North Carolina,35.83,-82.55,www.mhu.edu/future-students/admissions/,9.0,0.0,1.0,20.0,7.0,0.0,63.0,51.0,49.0,0.087302,0.0,0.119048,0.035714,0.130952,0.174603,43398.33333,43398.33333,17457.0,15000.0,23356.0,40317.0,41056.0,47921.5
Livingstone College,NC,0.0,HBCU,1889.0,30000.0,12996.0,51984.0,28133.93,112535.72,North Carolina,35.67,-80.48,livingstone.edu/admissions/,7.0,1.0,0.0,90.0,0.0,0.0,1.0,45.0,55.0,0.141593,0.035398,0.00885,0.026549,0.0,0.20354,25424.33333,25424.33333,14583.0,18500.0,25000.0,31266.0,26160.0,47921.5
Lenoir-Rhyne University,NC,1.0,Not MSI,1889.0,30000.0,18664.0,74656.0,33801.93,135207.72,North Carolina,35.74,-81.33,www.lr.edu/admission/undergraduate,4.0,1.0,2.0,11.0,8.0,0.0,66.0,58.0,42.0,0.058462,0.0,0.073846,0.024615,0.255385,0.184615,54643.33333,54643.33333,18888.0,16391.0,21625.0,45589.0,42552.0,47921.5
University of North Carolina at Charlotte,NC,1.0,Not MSI,1889.0,30000.0,5385.0,21540.0,20522.93,82091.72,North Carolina,35.31,-80.73,https://admissions.charlotte.edu/,11.0,0.0,9.0,16.0,13.0,0.0,52.0,48.0,52.0,0.115441,0.0,0.026904,0.064243,0.123268,0.174303,19384.66667,32818.66667,11586.0,16000.0,19664.0,52178.0,53056.0,47921.5
University of North Carolina Wilmington,NC,1.0,Not MSI,1889.0,30000.0,8212.0,32848.0,23349.93,93399.72,North Carolina,34.23,-77.88,www.uncw.edu/admissions/,18.0,0.0,2.0,5.0,8.0,0.0,77.0,65.0,35.0,0.070279,0.0,0.048812,0.052901,0.26987,0.17608,22073.0,36138.0,12740.0,15593.0,16078.0,50607.0,45095.0,47921.5
Otterbein University,OH,1.0,Not MSI,1894.0,30000.0,12701.0,50804.0,27181.66,108726.64,Ohio,40.13,-82.94,https://www.otterbein.edu/public/FutureStudents.aspx,4.0,0.0,3.0,9.0,6.0,0.0,73.0,60.0,40.0,0.088496,0.00531,0.090265,0.049558,0.185841,0.132743,45937.33333,45937.33333,16212.0,20500.0,20375.0,49785.0,49726.0,47921.5
University of North Carolina at Asheville,NC,1.0,Not MSI,1889.0,30000.0,2888.0,11552.0,18025.93,72103.72,North Carolina,35.62,-82.57,https://www.unca.edu/admission/why-unc-asheville/,16.0,0.0,2.0,5.0,8.0,0.0,74.0,57.0,43.0,0.055935,0.024557,0.0,0.105048,0.069577,0.081855,18548.33333,35896.33333,9183.0,13229.0,18750.0,42045.0,41969.0,47921.5
North Carolina A & T State University,NC,0.0,HBCU,1889.0,30000.0,3689.0,14756.0,18826.93,75307.72,North Carolina,36.07,-79.77,www.ncat.edu/admissions/,9.0,0.0,1.0,83.0,4.0,0.0,4.0,61.0,39.0,0.13906,0.09065,0.022781,0.040816,0.035121,0.115804,16437.33333,29947.33333,7436.0,20625.0,17682.0,41022.0,41963.0,47921.5
North Carolina Central University,NC,0.0,HBCU,1889.0,30000.0,8511.0,34044.0,23648.93,94595.72,North Carolina,35.97,-78.9,https://www.nccu.edu/admissions,18.0,0.0,1.0,78.0,7.0,0.0,5.0,70.0,30.0,0.045631,0.014563,0.030097,0.128155,0.112621,0.138835,21800.66667,34507.66667,13186.0,20952.0,22665.0,35785.0,40872.0,47921.5
University of North Carolina at Greensboro,NC,1.0,Not MSI,1889.0,30000.0,2854.0,11416.0,17991.93,71967.72,North Carolina,36.07,-79.81,web.uncg.edu/adm/,18.0,0.0,5.0,30.0,14.0,0.0,41.0,67.0,33.0,0.052898,0.037423,0.054868,0.074564,0.093697,0.192741,17935.33333,33094.33333,7537.0,16250.0,16500.0,43833.0,44876.0,47921.5
University of North Carolina at Chapel Hill,NC,1.0,Not MSI,1889.0,30000.0,-460.0,-1840.0,14677.93,58711.72,North Carolina,35.91,-79.05,https://www.admissions.unc.edu/,3.0,0.0,13.0,9.0,10.0,0.0,56.0,60.0,40.0,0.134518,0.004646,0.023228,0.11735,0.045849,0.083619,20809.33333,48672.33333,4908.0,13000.0,12594.0,61975.0,60812.0,47921.5
Ohio State University-Main Campus,OH,1.0,Not MSI,1894.0,30000.0,2634.0,10536.0,17114.66,68458.64,Ohio,40.0,-83.01,undergrad.osu.edu/,6.0,0.0,9.0,8.0,5.0,0.0,64.0,50.0,50.0,0.152659,0.000694,0.029838,0.087518,0.103131,0.179807,24874.66667,47957.66667,7759.0,14656.0,15750.0,56491.0,48257.0,47921.5
University of Rio Grande,OH,1.0,Not MSI,1894.0,30000.0,22870.0,91480.0,37350.66,149402.64,Ohio,38.88,-82.38,https://www.rio.edu/admissions/index.cfm,26.0,0.0,0.0,3.0,1.0,0.0,74.0,60.0,40.0,0.05036,0.0,0.273381,0.007194,0.223022,0.158273,33972.0,33972.0,34925.0,11000.0,12000.0,38291.0,33841.0,36041.0
Methodist University,NC,1.0,Not MSI,1889.0,30000.0,18178.0,72712.0,33315.93,133263.72,North Carolina,35.14,-78.87,www.methodist.edu/admissions,19.0,1.0,1.0,22.0,9.0,0.0,45.0,45.0,55.0,0.053968,0.0,0.038095,0.047619,0.114286,0.314286,49702.66667,49702.66667,16005.0,12000.0,12500.0,46337.0,45511.0,47921.5
Meredith College,NC,1.0,Not MSI,1889.0,30000.0,11257.0,45028.0,26394.93,105579.72,North Carolina,35.8,-78.69,www.meredith.edu/admissions,4.0,0.0,4.0,9.0,12.0,0.0,65.0,100.0,0.0,0.131429,0.0,0.022857,0.062857,0.085714,0.142857,51994.0,51994.0,14345.0,21215.0,12500.0,44386.0,42708.0,47921.5
University of Central Oklahoma,OK,1.0,Not MSI,2215.0,30000.0,10387.0,41548.0,25607.73,102430.92,Oklahoma,35.66,-97.47,https://www.uco.edu/admissions-aid/,21.0,4.0,5.0,9.0,14.0,0.0,53.0,62.0,38.0,0.052826,0.091728,0.069206,0.03276,0.099918,0.186732,25068.66667,35955.66667,13686.0,11097.0,17400.0,43771.0,44686.0,47921.5
Guilford College,NC,1.0,Not MSI,1889.0,30000.0,17160.0,68640.0,32297.93,129191.72,North Carolina,36.09,-79.89,https://www.guilford.edu/admissions,9.0,0.0,6.0,26.0,13.0,0.0,47.0,52.0,48.0,0.135849,0.0,0.022642,0.033962,0.071698,0.154717,52443.33333,52443.33333,18317.0,15000.0,25000.0,47631.0,38918.0,47921.5
Wright State University-Lake Campus,OH,1.0,Not MSI,1894.0,30000.0,6126.0,24504.0,20606.66,82426.64,Ohio,40.55,-84.51,https://lake.wright.edu/admissions,9.0,0.0,1.0,3.0,2.0,0.0,91.0,60.0,40.0,0.162011,0.0,0.195531,0.039106,0.134078,0.357542,19071.33333,28489.33333,8376.0,13500.0,20048.0,44485.0,45137.0,47921.5
Wright State University-Main Campus,OH,1.0,Not MSI,1894.0,30000.0,7362.0,29448.0,21842.66,87370.64,Ohio,39.78,-84.06,www.wright.edu/admissions,18.0,0.0,3.0,10.0,4.0,0.0,73.0,55.0,45.0,0.134021,0.0,0.075773,0.058763,0.115464,0.212371,22960.0,32378.0,12341.0,13500.0,20048.0,44485.0,45137.0,47921.5
Wittenberg University,OH,1.0,Not MSI,1894.0,30000.0,9722.0,38888.0,24202.66,96810.64,Ohio,39.93,-83.82,www.wittenberg.edu/admission,2.0,0.0,1.0,9.0,5.0,0.0,77.0,54.0,46.0,0.120944,0.0,0.064897,0.094395,0.026549,0.20059,52852.0,52852.0,16478.0,22250.0,13026.0,53954.0,43659.0,47921.5
Gardner-Webb University,NC,1.0,Not MSI,1889.0,30000.0,18119.0,72476.0,33256.93,133027.72,North Carolina,35.25,-81.67,www.gardner-webb.edu/admissions,26.0,1.0,1.0,18.0,5.0,0.0,60.0,65.0,35.0,0.090909,0.0,0.070248,0.018595,0.241736,0.194215,42896.66667,42896.66667,17242.0,15600.0,18750.0,43143.0,41626.0,47921.5
East Central University,OK,0.0,NANTI,2215.0,30000.0,813.0,3252.0,16033.73,64134.92,Oklahoma,34.77,-96.66,https://www.ecok.edu/admissions,23.0,17.0,11.0,6.0,6.0,0.0,51.0,58.0,42.0,0.101124,0.052434,0.052434,0.013109,0.146067,0.140449,20189.0,29549.0,8765.0,10217.0,17750.0,41596.0,39267.0,47921.5
Langston University,OK,0.0,HBCU,2215.0,30000.0,5001.0,20004.0,20221.73,80886.92,Oklahoma,35.94,-97.26,www.langston.edu/future-students/first-steps/admissions,10.0,2.0,1.0,81.0,1.0,0.0,6.0,63.0,37.0,0.035714,0.095238,0.206349,0.003968,0.234127,0.111111,17202.33333,24582.33333,11470.0,10980.0,13752.0,30794.0,35647.0,47921.5
Elizabeth City State University,NC,0.0,HBCU,1889.0,30000.0,717.0,2868.0,15854.93,63419.72,North Carolina,36.28,-76.21,ecsu.edu/admissions/,22.0,1.0,0.0,68.0,5.0,0.0,18.0,60.0,40.0,0.08,0.0,0.06,0.003333,0.0,0.123333,11322.33333,15322.33333,2676.0,13197.0,12724.0,35504.0,33720.0,47921.5
Oklahoma Wesleyan University,OK,1.0,Not MSI,2215.0,30000.0,18841.0,75364.0,34061.73,136246.92,Oklahoma,36.72,-95.96,www.okwu.edu/undergrad,22.0,7.0,1.0,7.0,12.0,0.0,52.0,48.0,52.0,0.023529,0.011765,0.041176,0.029412,0.317647,0.323529,40117.33333,40117.33333,23220.0,12875.0,22851.0,41529.0,60913.0,47921.5
Bacone College,OK,0.0,NANTI,2215.0,30000.0,6323.0,25292.0,21543.73,86174.92,Oklahoma,35.78,-95.33,www.bacone.edu/admissions-2/,30.0,63.0,0.0,9.0,4.0,0.0,9.0,48.0,52.0,0.0,0.037037,0.296296,0.0,0.0,0.259259,25113.33333,25113.33333,15331.0,12741.0,19689.0,37167.0,33484.0,47921.5
University of Toledo,OH,1.0,Not MSI,1894.0,30000.0,9138.0,36552.0,23618.66,94474.64,Ohio,41.66,-83.61,www.utoledo.edu/admission/,11.0,0.0,3.0,10.0,6.0,0.0,68.0,52.0,48.0,0.176142,0.014131,0.051594,0.019389,0.193559,0.211633,24326.33333,33686.33333,12735.0,13250.0,17177.0,48473.0,46073.0,47921.5
Youngstown State University,OH,1.0,Not MSI,1894.0,30000.0,4428.0,17712.0,18908.66,75634.64,Ohio,41.1,-80.65,https://ysu.edu/admissions,11.0,0.0,1.0,9.0,5.0,0.0,75.0,56.0,44.0,0.115841,0.0625,0.080819,0.028556,0.140086,0.141703,21203.0,21563.0,8537.0,14750.0,19453.0,41545.0,32702.0,47921.5
Xavier University,OH,1.0,Not MSI,1894.0,30000.0,24874.0,99496.0,39354.66,157418.64,Ohio,39.15,-84.47,https://www.xavier.edu/admission/,7.0,0.0,3.0,10.0,6.0,0.0,75.0,56.0,44.0,0.045857,0.054706,0.03218,0.040225,0.320193,0.218021,56013.33333,56013.33333,27369.0,20000.0,18750.0,63304.0,54139.0,47921.5
Wilberforce University,OH,0.0,HBCU,1894.0,30000.0,1981.0,7924.0,16461.66,65846.64,Ohio,39.71,-83.88,www.wilberforce.edu/admissions,13.0,0.0,0.0,97.0,0.0,0.0,1.0,60.0,40.0,0.078947,0.0,0.0,0.092105,0.118421,0.328947,21000.0,21000.0,6344.0,9500.0,11189.0,34209.0,39391.0,47921.5
Walsh University,OH,1.0,Not MSI,1894.0,30000.0,10805.0,43220.0,25285.66,101142.64,Ohio,40.87,-81.37,https://www.walsh.edu/undergraduate-admission-procedures,11.0,0.0,1.0,6.0,3.0,0.0,48.0,55.0,45.0,0.103044,0.0,0.138173,0.051522,0.166276,0.245902,42894.66667,42894.66667,13865.0,21500.0,18750.0,52095.0,53783.0,47921.5
Ursuline College,OH,1.0,Not MSI,1894.0,30000.0,9113.0,36452.0,23593.66,94374.64,Ohio,41.5,-81.47,www.ursuline.edu/admission/,27.0,0.0,3.0,26.0,1.0,0.0,57.0,93.0,7.0,0.033019,0.009434,0.004717,0.009434,0.636792,0.117925,46446.66667,46446.66667,13391.0,19423.0,23090.0,53257.0,57493.0,47921.5
High Point University,NC,1.0,Not MSI,1889.0,30000.0,27879.0,111516.0,43016.93,172067.72,North Carolina,35.97,-79.99,www.highpoint.edu/admissions/,1.0,1.0,2.0,7.0,7.0,0.0,76.0,56.0,44.0,0.064262,0.0,0.052988,0.033822,0.0,0.386697,52804.0,52804.0,33814.0,19000.0,9500.0,50162.0,45010.0,47921.5
Wilmington College,OH,1.0,Not MSI,1894.0,30000.0,10147.0,40588.0,24627.66,98510.64,Ohio,39.44,-83.82,https://www.wilmington.edu/admission/,7.0,1.0,1.0,10.0,2.0,0.0,77.0,55.0,45.0,0.033582,0.011194,0.093284,0.014925,0.059701,0.268657,37386.66667,37386.66667,17913.0,13875.0,17347.0,44094.0,49214.0,47921.5
Lees-McRae College,NC,1.0,Not MSI,1889.0,30000.0,15204.0,60816.0,30341.93,121367.72,North Carolina,36.16,-81.87,www.lmc.edu/admissions/index.htm,16.0,1.0,1.0,7.0,7.0,0.0,74.0,65.0,35.0,0.18932,0.0,0.121359,0.0,0.160194,0.121359,38923.33333,38923.33333,17764.0,12000.0,11000.0,37509.0,41662.0,47921.5
Johnson C Smith University,NC,0.0,HBCU,1889.0,30000.0,16068.0,64272.0,31205.93,124823.72,North Carolina,35.24,-80.86,www.jcsu.edu/admissions,17.0,0.0,0.0,72.0,1.0,0.0,1.0,57.0,43.0,0.068182,0.0,0.0,0.1,0.031818,0.222727,31127.33333,31127.33333,14835.0,18250.0,24562.0,37389.0,32492.0,47921.5
Cameron University,OK,1.0,Not MSI,2215.0,30000.0,3308.0,13232.0,18528.73,74114.92,Oklahoma,34.61,-98.43,https://www.cameron.edu/admissions,32.0,5.0,2.0,11.0,15.0,0.0,50.0,64.0,36.0,0.078571,0.035714,0.116667,0.016667,0.0,0.15,16169.66667,25589.66667,7597.0,8250.0,15018.0,35910.0,37528.0,47921.5
Southern Nazarene University,OK,1.0,Not MSI,2215.0,30000.0,9570.0,38280.0,24790.73,99162.92,Oklahoma,35.51,-97.63,https://www.snu.edu/undergraduate-admissions/,35.0,4.0,2.0,16.0,16.0,0.0,53.0,56.0,44.0,0.042553,0.092199,0.042553,0.01182,0.148936,0.423168,38533.33333,38533.33333,15778.0,14000.0,18750.0,43540.0,60830.0,47921.5
Greensboro College,NC,1.0,Not MSI,1889.0,30000.0,13506.0,54024.0,28643.93,114575.72,North Carolina,36.07,-79.8,https://www.greensboro.edu/admissions/,15.0,0.0,1.0,34.0,7.0,0.0,45.0,46.0,54.0,0.058442,0.084416,0.032468,0.038961,0.051948,0.227273,29242.66667,29242.66667,13484.0,15000.0,15975.0,41701.0,42862.0,47921.5
Saint Louis University,MO,1.0,Not MSI,2165.0,30000.0,15719.0,62876.0,30080.62,120322.48,Missouri,38.64,-90.24,www.slu.edu/admission/index.php,9.0,0.0,11.0,7.0,7.0,0.0,64.0,60.0,40.0,0.093333,0.008485,0.018788,0.034545,0.286667,0.180606,62543.33333,62543.33333,21954.0,20500.0,22000.0,67529.0,53112.0,47921.5
Utah Tech University,UT,1.0,Not MSI,3458.0,30000.0,8352.0,33408.0,24799.29,99197.16,Utah,37.1,-113.57,admissions.utahtech.edu/,12.0,1.0,1.0,2.0,12.0,1.0,76.0,58.0,42.0,0.052294,0.0,0.052294,0.006422,0.33211,0.133945,18233.33333,29357.33333,13005.0,5500.0,11740.0,37782.0,44066.0,47921.5
Brigham Young University-Hawaii,HI,1.0,Not MSI,3686.0,30000.0,8834.0,35336.0,29375.0,117500.0,Hawaii,21.64,-157.93,admissions.byuh.edu/,22.0,0.0,2.0,0.0,7.0,4.0,38.0,63.0,37.0,0.086287,0.007704,0.100154,0.060092,0.0,0.315871,18111.0,18111.0,10492.0,5417.0,6861.0,43727.0,58675.0,47921.5
Brigham Young University,UT,1.0,Not MSI,3458.0,30000.0,5906.0,23624.0,22353.29,89413.16,Utah,40.25,-111.65,https://admissions.byu.edu/,7.0,0.0,2.0,0.0,7.0,1.0,81.0,51.0,49.0,0.118923,0.005385,0.059088,0.076889,0.077487,0.131189,17463.33333,17463.33333,9319.0,8750.0,8250.0,56698.0,81449.0,47921.5
Park University,MO,1.0,Not MSI,2165.0,30000.0,8569.0,34276.0,22930.62,91722.48,Missouri,39.19,-94.68,www.park.edu/admissions/,65.0,1.0,2.0,18.0,23.0,1.0,43.0,46.0,54.0,0.102776,0.0,0.024217,0.02658,0.041347,0.448317,22359.66667,22359.66667,14498.0,9500.0,13156.0,46195.0,52515.0,47921.5
Rockhurst University,MO,1.0,Not MSI,2165.0,30000.0,13407.0,53628.0,27768.62,111074.48,Missouri,39.03,-94.57,https://www.rockhurst.edu/admissions/,11.0,0.0,4.0,9.0,13.0,0.0,64.0,66.0,34.0,0.090909,0.0,0.016835,0.03367,0.523569,0.183502,55505.0,55505.0,14354.0,14937.0,12500.0,57283.0,63260.0,47921.5
Ranken Technical College,MO,1.0,Not MSI,2165.0,30000.0,9732.0,38928.0,24093.62,96374.48,Missouri,38.65,-90.25,ranken.edu/apply-to-ranken/talk-to-an-admissions-counselor/,33.0,0.0,2.0,18.0,4.0,0.0,67.0,8.0,92.0,0.5,0.0,0.0,0.0,0.0,0.5,28159.0,28159.0,12506.0,10330.0,11050.0,56998.0,49676.0,36041.0
Champlain College,VT,1.0,Not MSI,1445.0,30000.0,19533.0,78132.0,41724.94,166899.76,Vermont,44.47,-73.2,www.champlain.edu/admissions/undergraduate-admissions,40.0,0.0,4.0,6.0,8.0,0.0,71.0,40.0,60.0,0.281414,0.032723,0.017016,0.0,0.051047,0.230366,55766.0,55766.0,22818.0,21500.0,17099.0,56456.0,67095.0,47921.5
Westminster College,UT,1.0,Not MSI,3458.0,30000.0,14322.0,57288.0,30769.29,123077.16,Utah,40.73,-111.86,www.westminstercollege.edu/admissions/,12.0,0.0,2.0,2.0,13.0,0.0,70.0,64.0,36.0,0.078199,0.0,0.037915,0.026066,0.258294,0.158768,52612.0,52612.0,20357.0,15250.0,22780.0,53180.0,62690.0,47921.5
Truman State University,MO,1.0,Not MSI,2165.0,30000.0,2172.0,8688.0,16533.62,66134.48,Missouri,40.19,-92.58,https://www.truman.edu/admission-cost/,1.0,0.0,2.0,3.0,4.0,0.0,80.0,60.0,40.0,0.091985,0.002732,0.0,0.064663,0.141166,0.143898,19697.66667,27418.66667,6650.0,16103.0,14409.0,50869.0,45487.0,47921.5
University of Missouri-St Louis,MO,1.0,Not MSI,2165.0,30000.0,4869.0,19476.0,19230.62,76922.48,Missouri,38.71,-90.31,https://www.umsl.edu/admission/,17.0,0.0,5.0,13.0,3.0,0.0,70.0,58.0,42.0,0.064584,0.053997,0.089995,0.089465,0.108523,0.236633,26046.0,43364.0,8692.0,15000.0,21318.0,48923.0,47080.0,47921.5
Texas College,TX,0.0,HBCU,2356.0,30000.0,7341.0,29364.0,21775.08,87100.32,Texas,32.37,-95.31,https://www.texascollege.edu/office-of-bradmissions/admission-overview/,19.0,0.0,1.0,89.0,9.0,0.0,1.0,41.0,59.0,0.088889,0.1,0.022222,0.033333,0.0,0.366667,19774.66667,19774.66667,15466.0,12000.0,22750.0,32743.0,28946.0,47921.5
Texas Christian University,TX,1.0,Not MSI,2356.0,30000.0,11906.0,47624.0,26340.08,105360.32,Texas,32.71,-97.36,https://admissions.tcu.edu/,3.0,0.0,2.0,5.0,16.0,0.0,67.0,60.0,40.0,0.05034,0.019955,0.046259,0.097959,0.119274,0.246712,65748.0,65748.0,29390.0,18569.0,25000.0,62071.0,56906.0,47921.5
The University of Texas at Tyler,TX,1.0,Not MSI,2356.0,30000.0,7415.0,29660.0,21849.08,87396.32,Texas,32.32,-95.25,https://www.uttyler.edu/admissions/,25.0,0.0,5.0,10.0,25.0,0.0,51.0,61.0,39.0,0.104404,0.0,0.0,0.014349,0.330035,0.154379,21395.66667,36941.66667,6701.0,12000.0,15250.0,49410.0,49526.0,47921.5
William Jewell College,MO,1.0,Not MSI,2165.0,30000.0,4077.0,16308.0,18438.62,73754.48,Missouri,39.25,-94.41,https://www.jewell.edu/join,8.0,1.0,1.0,8.0,9.0,1.0,71.0,50.0,50.0,0.089005,0.094241,0.057592,0.04712,0.366492,0.167539,32033.66667,32033.66667,15074.0,19984.0,20800.0,52177.0,60486.0,47921.5
West Texas A & M University,TX,0.0,HSI,2356.0,30000.0,13460.0,53840.0,27894.08,111576.32,Texas,34.98,-101.91,https://www.wtamu.edu/admissions,22.0,1.0,2.0,4.0,33.0,0.0,53.0,59.0,41.0,0.047024,0.097619,0.0,0.01131,0.163095,0.163095,21100.0,23106.0,15126.0,12000.0,18000.0,46404.0,45128.0,47921.5
Wayland Baptist University,TX,0.0,HSI,2356.0,30000.0,14985.0,59940.0,29419.08,117676.32,Texas,34.19,-101.73,www.wbu.edu/college-admission/,58.0,1.0,2.0,15.0,38.0,4.0,31.0,53.0,47.0,0.011524,0.236876,0.079385,0.003841,0.028169,0.371319,33884.66667,33884.66667,21700.0,9500.0,16666.0,41627.0,48368.0,47921.5
Southwest Baptist University,MO,1.0,Not MSI,2165.0,30000.0,17522.0,70088.0,31883.62,127534.48,Missouri,37.6,-93.41,www.sbuniv.edu/admissions/,17.0,1.0,1.0,4.0,3.0,0.0,62.0,63.0,37.0,0.08169,0.0,0.109859,0.005634,0.256338,0.115493,34972.66667,34972.66667,16465.0,13065.0,17011.0,41098.0,37184.0,47921.5
